processo_numero;processo_ocorrencia 
8006012415;Deslizamentos de Barreiras
8006007916;Imoveis com Danos/Risco
8006005815;Deslizamentos de Barreiras
8006005616;Não há Ocorrência para essa Solicitação
8006000615;Não há Ocorrência para essa Solicitação
8005999219;Não há Ocorrência para essa Solicitação
8005997516;Tombamento de Arvores
8005996015;Não há Ocorrência para essa Solicitação
8005995216;Não há Ocorrência para essa Solicitação
8005994815;Deslizamentos de Barreiras
8005994019;Não há Ocorrência para essa Solicitação
8005991119;Não há Ocorrência para essa Solicitação
8005989216;Deslizamentos de Barreiras
8005985716;Deslizamentos de Barreiras
8005985517;Muro com Danos
8005981116;Não há Ocorrência para essa Solicitação
8005979716;Não há Ocorrência para essa Solicitação
8005977416;Não há Ocorrência para essa Solicitação
8005976620;Não há Ocorrência para essa Solicitação
8005973916;Não há Ocorrência para essa Solicitação
8005971815;Deslizamentos de Barreiras
8005966415;Não há Ocorrência para essa Solicitação
8005965019;Não há Ocorrência para essa Solicitação
8005961215;Não há Ocorrência para essa Solicitação
8005957316;Não há Ocorrência para essa Solicitação
8005951715;Não há Ocorrência para essa Solicitação
8005951516;Não há Ocorrência para essa Solicitação
8005948615;Não há Ocorrência para essa Solicitação
8005947816;Não há Ocorrência para essa Solicitação
8005943216;Não há Ocorrência para essa Solicitação
8005940515;Não há Ocorrência para essa Solicitação
8005939516;Deslizamentos de Barreiras
8005938720;Não há Ocorrência para essa Solicitação
8005938717;Imoveis com Danos/Risco
8005938015;Deslizamentos de Barreiras
8005935016;Não há Ocorrência para essa Solicitação
8005933716;Não há Ocorrência para essa Solicitação
8005932215;Deslizamentos de Barreiras
8005930816;Não há Ocorrência para essa Solicitação
8005928515;Não há Ocorrência para essa Solicitação
8005928316;Não há Ocorrência para essa Solicitação
8005926016;Deslizamentos de Barreiras
8005925615;Não há Ocorrência para essa Solicitação
8005924816;Não há Ocorrência para essa Solicitação
8005922516;Não há Ocorrência para essa Solicitação
8005922516;Deslizamentos de Barreiras
8005920216;Não há Ocorrência para essa Solicitação
8005918816;Não há Ocorrência para essa Solicitação
8005915916;Não há Ocorrência para essa Solicitação
8005915720;Imoveis com Danos/Risco
8005913616;Não há Ocorrência para essa Solicitação
8005911515;Não há Ocorrência para essa Solicitação
8005911316;Deslizamentos de Barreiras
8005909916;Não há Ocorrência para essa Solicitação
8005908415;Não há Ocorrência para essa Solicitação
8005907616;Deslizamentos de Barreiras
8005905316;Não há Ocorrência para essa Solicitação
8005903215;Deslizamentos de Barreiras
8005903215;Imoveis com Danos/Risco
8005903016;Imoveis com Danos/Risco
8005901816;Imoveis com Danos/Risco
8005899819;Não há Ocorrência para essa Solicitação
8005899515;Não há Ocorrência para essa Solicitação
8005898716;Não há Ocorrência para essa Solicitação
8005896615;Imoveis com Danos/Risco
8005896615;Deslizamentos de Barreiras
8005896416;Deslizamentos de Barreiras
8005894116;Deslizamentos de Barreiras
8005893715;Deslizamentos de Barreiras
8005893320;Não há Ocorrência para essa Solicitação
8005892916;Não há Ocorrência para essa Solicitação
8005890815;Desabamento Total Imoveis
8005890616;Não há Ocorrência para essa Solicitação
8005888116;Não há Ocorrência para essa Solicitação
8005886916;Não há Ocorrência para essa Solicitação
8005886015;Invasao de Terreno de Auxilio Moradia
8005885020;Desabamento Parcial Imoveis
8005884616;Não há Ocorrência para essa Solicitação
8005882316;Não há Ocorrência para essa Solicitação
8005880016;Não há Ocorrência para essa Solicitação
8005878616;Deslizamentos de Barreiras
8005877419;Imoveis com Danos/Risco
8005876316;Tombamento de Arvores
8005876120;Não há Ocorrência para essa Solicitação
8005857717;Imoveis com Danos/Risco
8005854618;Deslizamentos de Barreiras
8005820816;Não há Ocorrência para essa Solicitação
8005817119;Não há Ocorrência para essa Solicitação
8005808816;Não há Ocorrência para essa Solicitação
8005803019;Não há Ocorrência para essa Solicitação
8005803019;Deslizamentos de Barreiras
8005802115;Não há Ocorrência para essa Solicitação
8005798415;Não há Ocorrência para essa Solicitação
8005798017;Não há Ocorrência para essa Solicitação
8005794520;Não há Ocorrência para essa Solicitação
8005788915;Deslizamentos de Barreiras
8005788915;Não há Ocorrência para essa Solicitação
8005778315;Não há Ocorrência para essa Solicitação
8005778116;Não há Ocorrência para essa Solicitação
8005778017;Não há Ocorrência para essa Solicitação
8005775216;Não há Ocorrência para essa Solicitação
8005775017;Não há Ocorrência para essa Solicitação
8005774815;Não há Ocorrência para essa Solicitação
8005773419;Incendios
8005764215;Não há Ocorrência para essa Solicitação
8005763919;Não há Ocorrência para essa Solicitação
8005760118;Imoveis com Danos/Risco
8005746719;Não há Ocorrência para essa Solicitação
8005740919;Não há Ocorrência para essa Solicitação
8005729917;Imoveis com Danos/Risco
8005726315;Deslizamentos de Barreiras
8005722417;Imoveis com Danos/Risco
8005721115;Imoveis com Danos/Risco
8005715820;Não há Ocorrência para essa Solicitação
8005713915;Não há Ocorrência para essa Solicitação
8005713517;Invasao de Terreno de Auxilio Moradia
8005706215;Muro com Danos
8005706215;Deslizamentos de Barreiras
8005702516;Não há Ocorrência para essa Solicitação
8005701319;Não há Ocorrência para essa Solicitação
8005674116;Não há Ocorrência para essa Solicitação
8005664019;Invasao de Terreno de Auxilio Moradia
8005660215;Não há Ocorrência para essa Solicitação
8005660016;Arvores em Risco
8005653416;Não há Ocorrência para essa Solicitação
8005644516;Não há Ocorrência para essa Solicitação
8005642216;Incendios
8005640016;Não há Ocorrência para essa Solicitação
8005637015;Imoveis com Danos/Risco
8005632915;Não há Ocorrência para essa Solicitação
8005631718;Não há Ocorrência para essa Solicitação
8005628817;Imoveis com Danos/Risco
8005622020;Não há Ocorrência para essa Solicitação
8005621516;Não há Ocorrência para essa Solicitação
8005613216;Deslizamentos de Barreiras
8005601416;Imoveis com Danos/Risco
8005590216;Não há Ocorrência para essa Solicitação
8005589615;Não há Ocorrência para essa Solicitação
8005585518;Não há Ocorrência para essa Solicitação
8005583420;Não há Ocorrência para essa Solicitação
8005580915;Deslizamentos de Barreiras
8005580915;Imoveis com Danos/Risco
8005578216;Não há Ocorrência para essa Solicitação
8005576618;Não há Ocorrência para essa Solicitação
8005573718;Não há Ocorrência para essa Solicitação
8005571620;Não há Ocorrência para essa Solicitação
8005563118;Não há Ocorrência para essa Solicitação
8005550917;Imoveis com Danos/Risco
8005540516;Não há Ocorrência para essa Solicitação
8005523316;Não há Ocorrência para essa Solicitação
8005521519;Não há Ocorrência para essa Solicitação
8005519616;Não há Ocorrência para essa Solicitação
8005517515;Não há Ocorrência para essa Solicitação
8005513219;Não há Ocorrência para essa Solicitação
8005506020;Arvores em Risco
8005504916;Não há Ocorrência para essa Solicitação
8005497719;Não há Ocorrência para essa Solicitação
8005487915;Deslizamentos de Barreiras
8005485919;Não há Ocorrência para essa Solicitação
8005467815;Deslizamentos de Barreiras
8005455816;Imoveis com Danos/Risco
8005455816;Deslizamentos de Barreiras
8005453715;Imoveis com Danos/Risco
8005442117;Imoveis com Danos/Risco
8005441716;Arvores em Risco
8005428920;Não há Ocorrência para essa Solicitação
8005428215;Deslizamentos de Barreiras
8005428016;Não há Ocorrência para essa Solicitação
8005422415;Deslizamentos de Barreiras
8005421616;Não há Ocorrência para essa Solicitação
8005421420;Não há Ocorrência para essa Solicitação
8005419116;Imoveis com Danos/Risco
8005413515;Não há Ocorrência para essa Solicitação
8005410416;Não há Ocorrência para essa Solicitação
8005399215;Invasao de Terreno de Auxilio Moradia
8005396116;Não há Ocorrência para essa Solicitação
8005393017;Imoveis com Danos/Risco
8005389516;Não há Ocorrência para essa Solicitação
8005386616;Não há Ocorrência para essa Solicitação
8005377716;Não há Ocorrência para essa Solicitação
8005375416;Não há Ocorrência para essa Solicitação
8005373315;Não há Ocorrência para essa Solicitação
8005371015;Não há Ocorrência para essa Solicitação
8005368816;Imoveis com Danos/Risco
8005364216;Imoveis com Danos/Risco
8005361515;Desabamento Parcial Imoveis
8005357616;Não há Ocorrência para essa Solicitação
8005356820;Muro com Danos
8005356820;Imoveis com Danos/Risco
8005347920;Imoveis com Danos/Risco
8005347215;Não há Ocorrência para essa Solicitação
8005345219;Não há Ocorrência para essa Solicitação
8005344315;Arvores em Risco
8005342916;Não há Ocorrência para essa Solicitação
8005338619;Imoveis com Danos/Risco
8005336319;Imoveis com Danos/Risco
8005334019;Imoveis com Danos/Risco
8005330016;Não há Ocorrência para essa Solicitação
8005323018;Imoveis com Danos/Risco
8005321818;Não há Ocorrência para essa Solicitação
8005317217;Imoveis com Danos/Risco
8005310820;Imoveis com Danos/Risco
8005305616;Deslizamentos de Barreiras
8005302716;Não há Ocorrência para essa Solicitação
8005299417;Não há Ocorrência para essa Solicitação
8005295016;Imoveis com Danos/Risco
8005287015;Não há Ocorrência para essa Solicitação
8005281419;Imoveis com Danos/Risco
8005271416;Não há Ocorrência para essa Solicitação
8005268515;Não há Ocorrência para essa Solicitação
8005258418;Muro com Danos
8005257116;Não há Ocorrência para essa Solicitação
8005256019;Imoveis com Danos/Risco
8005254216;Imoveis com Danos/Risco
8005242018;Arvores em Risco
8005229816;Imoveis com Danos/Risco
8005222515;Deslizamentos de Barreiras
8005222515;Não há Ocorrência para essa Solicitação
8005217115;Deslizamentos de Barreiras
8005196415;Não há Ocorrência para essa Solicitação
8005196216;Imoveis com Danos/Risco
8005188016;Não há Ocorrência para essa Solicitação
8005184416;Não há Ocorrência para essa Solicitação
8005178416;Não há Ocorrência para essa Solicitação
8005176116;Não há Ocorrência para essa Solicitação
8005171016;Não há Ocorrência para essa Solicitação
8005169516;Imoveis com Danos/Risco
8005169118;Imoveis com Danos/Risco
8005167216;Muro com Danos
8005150020;Não há Ocorrência para essa Solicitação
8005146516;Imoveis com Danos/Risco
8005141515;Não há Ocorrência para essa Solicitação
8005133215;Não há Ocorrência para essa Solicitação
8005111318;Não há Ocorrência para essa Solicitação
8005110016;Não há Ocorrência para essa Solicitação
8005101619;Não há Ocorrência para essa Solicitação
8005096620;Não há Ocorrência para essa Solicitação
8005093015;Imoveis com Danos/Risco
8005090115;Não há Ocorrência para essa Solicitação
8005089818;Não há Ocorrência para essa Solicitação
8005059715;Não há Ocorrência para essa Solicitação
8005056218;Não há Ocorrência para essa Solicitação
8005050418;Imoveis com Danos/Risco
8005048515;Deslizamentos de Barreiras
8005046718;Imoveis com Danos/Risco
8005040918;Invasao de Terreno de Auxilio Moradia
8005040918;Imoveis com Danos/Risco
8005039416;Deslizamentos de Barreiras
8005036118;Invasao de Terreno de Auxilio Moradia
8005032618;Não há Ocorrência para essa Solicitação
8005027019;Muro com Danos
8005026820;Não há Ocorrência para essa Solicitação
8005025316;Não há Ocorrência para essa Solicitação
8005025018;Imoveis com Danos/Risco
8005018915;Não há Ocorrência para essa Solicitação
8005001915;Não há Ocorrência para essa Solicitação
8005001915;Deslizamentos de Barreiras
8004999615;Não há Ocorrência para essa Solicitação
8004997619;Não há Ocorrência para essa Solicitação
8004997116;Muro com Danos
8004997116;Arvores em Risco
8004996715;Deslizamentos de Barreiras
8004996715;Arvores em Risco
8004987815;Desabamento Parcial Imoveis
8004985515;Deslizamentos de Barreiras
8004985515;Transbordamentos de Canais
8004983215;Desabamento Parcial Imoveis
8004981015;Não há Ocorrência para essa Solicitação
8004976919;Não há Ocorrência para essa Solicitação
8004962120;Não há Ocorrência para essa Solicitação
8004945315;Não há Ocorrência para essa Solicitação
8004939116;Arvores em Risco
8004937717;Invasao de Terreno de Auxilio Moradia
8004931215;Deslizamentos de Barreiras
8004920015;Não há Ocorrência para essa Solicitação
8004908015;Não há Ocorrência para essa Solicitação
8004908015;Deslizamentos de Barreiras
8004892320;Não há Ocorrência para essa Solicitação
8004891518;Muro com Danos
8004886019;Não há Ocorrência para essa Solicitação
8004874520;Muro com Danos
8004869120;Imoveis com Danos/Risco
8004862518;Muro com Danos
8004861719;Não há Ocorrência para essa Solicitação
8004861719;Deslizamentos de Barreiras
8004861216;Não há Ocorrência para essa Solicitação
8004855719;Muro com Danos
8004854616;Não há Ocorrência para essa Solicitação
8004852515;Muro com Danos
8004852117;Imoveis com Danos/Risco
8004849415;Deslizamentos de Barreiras
8004847817;Não há Ocorrência para essa Solicitação
8004844016;Não há Ocorrência para essa Solicitação
8004841116;Não há Ocorrência para essa Solicitação
8004839716;Deslizamentos de Barreiras
8004838920;Imoveis com Danos/Risco
8004833916;Não há Ocorrência para essa Solicitação
8004829116;Invasao de Terreno de Auxilio Moradia
8004829116;Imoveis com Danos/Risco
8004829116;Deslizamentos de Barreiras
8004827916;Arvores em Risco
8004827720;Não há Ocorrência para essa Solicitação
8004825616;Não há Ocorrência para essa Solicitação
8004822716;Não há Ocorrência para essa Solicitação
8004819616;Não há Ocorrência para essa Solicitação
8004816716;Não há Ocorrência para essa Solicitação
8004814416;Não há Ocorrência para essa Solicitação
8004807219;Não há Ocorrência para essa Solicitação
8004800018;Arvores em Risco
8004798319;Deslizamentos de Barreiras
8004798319;Não há Ocorrência para essa Solicitação
8004797020;Não há Ocorrência para essa Solicitação
8004776320;Não há Ocorrência para essa Solicitação
8004765120;Não há Ocorrência para essa Solicitação
8004763215;Não há Ocorrência para essa Solicitação
8004758520;Imoveis com Danos/Risco
8004755617;Imoveis com Danos/Risco
8004755015;Não há Ocorrência para essa Solicitação
8004752720;Não há Ocorrência para essa Solicitação
8004746319;Não há Ocorrência para essa Solicitação
8004739216;Não há Ocorrência para essa Solicitação
8004729716;Deslizamentos de Barreiras
8004725116;Não há Ocorrência para essa Solicitação
8004723916;Imoveis com Danos/Risco
8004721815;Não há Ocorrência para essa Solicitação
8004721616;Imoveis com Danos/Risco
8004719619;Não há Ocorrência para essa Solicitação
8004719315;Não há Ocorrência para essa Solicitação
8004718516;Não há Ocorrência para essa Solicitação
8004717015;Não há Ocorrência para essa Solicitação
8004715815;Não há Ocorrência para essa Solicitação
8004715218;Deslizamentos de Barreiras
8004712915;Não há Ocorrência para essa Solicitação
8004710615;Não há Ocorrência para essa Solicitação
8004710220;Muro com Danos
8004708618;Tombamento de Arvores
8004708115;Deslizamentos de Barreiras
8004708115;Não há Ocorrência para essa Solicitação
8004703816;Não há Ocorrência para essa Solicitação
8004702315;Imoveis com Danos/Risco
8004697816;Arvores em Risco
8004697015;Não há Ocorrência para essa Solicitação
8004690819;Não há Ocorrência para essa Solicitação
8004690316;Não há Ocorrência para essa Solicitação
8004672516;Não há Ocorrência para essa Solicitação
8004670415;Não há Ocorrência para essa Solicitação
8004668015;Invasao de Terreno de Auxilio Moradia
8004668015;Imoveis com Danos/Risco
8004668015;Arvores em Risco
8004666317;Imoveis com Danos/Risco
8004663815;Desabamento Total de Obras de Contencao/Drenagem
8004657218;Arvores em Risco
8004641415;Deslizamentos de Barreiras
8004639816;Imoveis com Danos/Risco
8004638315;Muro com Danos
8004620715;Não há Ocorrência para essa Solicitação
8004617615;Postes em Risco
8004610115;Não há Ocorrência para essa Solicitação
8004608715;Arvores em Risco
8004606415;Não há Ocorrência para essa Solicitação
8004604115;Não há Ocorrência para essa Solicitação
8004602915;Arvores em Risco
8004594919;Não há Ocorrência para essa Solicitação
8004593015;Muro com Danos
8004587015;Invasao de Terreno de Auxilio Moradia
8004572215;Deslizamentos de Barreiras
8004565615;Não há Ocorrência para essa Solicitação
8004554415;Não há Ocorrência para essa Solicitação
8004542220;Não há Ocorrência para essa Solicitação
8004537215;Alagamentos
8004526518;Não há Ocorrência para essa Solicitação
8004522515;Não há Ocorrência para essa Solicitação
8004522018;Imoveis com Danos/Risco
8004522018;Arvores em Risco
8004509716;Não há Ocorrência para essa Solicitação
8004506418;Não há Ocorrência para essa Solicitação
8004504019;Não há Ocorrência para essa Solicitação
8004501616;Arvores em Risco
8004498715;Não há Ocorrência para essa Solicitação
8004487515;Muro com Danos
8004482017;Imoveis com Danos/Risco
8004480518;Não há Ocorrência para essa Solicitação
8004477816;Não há Ocorrência para essa Solicitação
8004476020;Não há Ocorrência para essa Solicitação
8004472815;Não há Ocorrência para essa Solicitação
8004468518;Imoveis com Danos/Risco
8004466019;Não há Ocorrência para essa Solicitação
8004456215;Não há Ocorrência para essa Solicitação
8004449416;Não há Ocorrência para essa Solicitação
8004446516;Não há Ocorrência para essa Solicitação
8004443616;Não há Ocorrência para essa Solicitação
8004439916;Muro com Danos
8004437616;Não há Ocorrência para essa Solicitação
8004435316;Arvores em Risco
8004424020;Não há Ocorrência para essa Solicitação
8004422916;Tombamento de Arvores
8004421719;Imoveis com Danos/Risco
8004418017;Imoveis com Danos/Risco
8004406316;Incendios
8004402816;Não há Ocorrência para essa Solicitação
8004396816;Tombamento de Arvores
8004391019;Deslizamentos de Barreiras
8004389116;Tombamento de Arvores
8004388715;Não há Ocorrência para essa Solicitação
8004380615;Deslizamentos de Barreiras
8004380615;Não há Ocorrência para essa Solicitação
8004379616;Imoveis com Danos/Risco
8004379616;Muro com Danos
8004374416;Não há Ocorrência para essa Solicitação
8004371516;Não há Ocorrência para essa Solicitação
8004370720;Não há Ocorrência para essa Solicitação
8004369016;Imoveis com Danos/Risco
8004366116;Deslizamentos de Barreiras
8004366116;Não há Ocorrência para essa Solicitação
8004361115;Arvores em Risco
8004359320;Imoveis com Danos/Risco
8004358916;Deslizamentos de Barreiras
8004352016;Deslizamentos de Barreiras
8004352016;Não há Ocorrência para essa Solicitação
8004350816;Não há Ocorrência para essa Solicitação
8004342320;Arvores em Risco
8004335916;Imoveis com Danos/Risco
8004335916;Arvores em Risco
8004328216;Muro com Danos
8004321219;Muro com Danos
8004321219;Arvores em Risco
8004311020;Não há Ocorrência para essa Solicitação
8004307715;Muro com Danos
8004305415;Não há Ocorrência para essa Solicitação
8004304616;Imoveis com Danos/Risco
8004301520;Imoveis com Danos/Risco
8004299415;Não há Ocorrência para essa Solicitação
8004296515;Deslizamentos de Barreiras
8004294215;Arvores em Risco
8004287416;Arvores em Risco
8004285619;Imoveis com Danos/Risco
8004281218;Não há Ocorrência para essa Solicitação
8004278516;Não há Ocorrência para essa Solicitação
8004274820;Imoveis com Danos/Risco
8004274016;Não há Ocorrência para essa Solicitação
8004271016;Imoveis com Danos/Risco
8004266716;Tombamento de Arvores
8004266517;Não há Ocorrência para essa Solicitação
8004259016;Invasao de Terreno de Auxilio Moradia
8004258220;Imoveis com Danos/Risco
8004256315;Não há Ocorrência para essa Solicitação
8004250819;Imoveis com Danos/Risco
8004250316;Não há Ocorrência para essa Solicitação
8004248518;Imoveis com Danos/Risco
8004244819;Deslizamentos de Barreiras
8004244819;Não há Ocorrência para essa Solicitação
8004244515;Não há Ocorrência para essa Solicitação
8004242519;Não há Ocorrência para essa Solicitação
8004237716;Não há Ocorrência para essa Solicitação
8004233020;Imoveis com Danos/Risco
8004229615;Não há Ocorrência para essa Solicitação
8004226715;Não há Ocorrência para essa Solicitação
8004224415;Não há Ocorrência para essa Solicitação
8004223616;Não há Ocorrência para essa Solicitação
8004223616;Deslizamentos de Barreiras
8004221515;Desabamento Total de Obras de Contencao/Drenagem
8004221515;Não há Ocorrência para essa Solicitação
8004218415;Deslizamentos de Barreiras
8004218020;Não há Ocorrência para essa Solicitação
8004217616;Não há Ocorrência para essa Solicitação
8004216115;Não há Ocorrência para essa Solicitação
8004214915;Não há Ocorrência para essa Solicitação
8004211015;Não há Ocorrência para essa Solicitação
8004208915;Não há Ocorrência para essa Solicitação
8004207016;Não há Ocorrência para essa Solicitação
8004206615;Deslizamentos de Barreiras
8004204315;Arvores em Risco
8004202518;Desabamento Parcial Imoveis
8004202015;Não há Ocorrência para essa Solicitação
8004199015;Não há Ocorrência para essa Solicitação
8004198818;Muro com Danos
8004196015;Não há Ocorrência para essa Solicitação
8004194815;Não há Ocorrência para essa Solicitação
8004194616;Tombamento de Arvores
8004192819;Não há Ocorrência para essa Solicitação
8004192515;Desabamento Parcial Imoveis
8004190215;Não há Ocorrência para essa Solicitação
8004189216;Arvores em Risco
8004186515;Imoveis com Danos/Risco
8004185520;Não há Ocorrência para essa Solicitação
8004183615;Desabamento Parcial Imoveis
8004180715;Imoveis com Danos/Risco
8004179716;Não há Ocorrência para essa Solicitação
8004176015;Não há Ocorrência para essa Solicitação
8004174320;Não há Ocorrência para essa Solicitação
8004173015;Não há Ocorrência para essa Solicitação
8004171815;Não há Ocorrência para essa Solicitação
8004170820;Não há Ocorrência para essa Solicitação
8004165420;Imoveis com Danos/Risco
8004162520;Não há Ocorrência para essa Solicitação
8004159218;Não há Ocorrência para essa Solicitação
8004155215;Desabamento Parcial Imoveis
8004150916;Não há Ocorrência para essa Solicitação
8004148416;Não há Ocorrência para essa Solicitação
8004139516;Não há Ocorrência para essa Solicitação
8004138720;Imoveis com Danos/Risco
8004129016;Imoveis com Danos/Risco
8004126016;Arvores em Risco
8004120216;Arvores em Risco
8004118816;Não há Ocorrência para essa Solicitação
8004115916;Não há Ocorrência para essa Solicitação
8004111316;Não há Ocorrência para essa Solicitação
8004100116;Arvores em Risco
8004095219;Não há Ocorrência para essa Solicitação
8004095015;Deslizamentos de Barreiras
8004086916;Arvores em Risco
8004086015;Tombamento de Arvores
8004083016;Imoveis com Danos/Risco
8004078616;Arvores em Risco
8004076316;Não há Ocorrência para essa Solicitação
8004075915;Deslizamentos de Barreiras
8004074016;Arvores em Risco
8004072617;Não há Ocorrência para essa Solicitação
8004069119;Não há Ocorrência para essa Solicitação
8004067416;Arvores em Risco
8004065619;Imoveis com Danos/Risco
8004065017;Não há Ocorrência para essa Solicitação
8004058715;Não há Ocorrência para essa Solicitação
8004058715;Deslizamentos de Barreiras
8004054419;Não há Ocorrência para essa Solicitação
8004041516;Não há Ocorrência para essa Solicitação
8004037418;Não há Ocorrência para essa Solicitação
8004037219;Não há Ocorrência para essa Solicitação
8004036116;Não há Ocorrência para essa Solicitação
8004033020;Imoveis com Danos/Risco
8004031016;Não há Ocorrência para essa Solicitação
8004029516;Não há Ocorrência para essa Solicitação
8004027918;Não há Ocorrência para essa Solicitação
8004027918;Deslizamentos de Barreiras
8004026616;Não há Ocorrência para essa Solicitação
8004021919;Arvores em Risco
8004019817;Não há Ocorrência para essa Solicitação
8004019016;Tombamento de Arvores
8004019016;Imoveis com Danos/Risco
8004015416;Muro com Danos
8004015416;Não há Ocorrência para essa Solicitação
8004007619;Deslizamentos de Barreiras
8004006516;Imoveis com Danos/Risco
8003998018;Imoveis com Danos/Risco
8003994015;Não há Ocorrência para essa Solicitação
8003992616;Tombamento de Arvores
8003991817;Imoveis com Danos/Risco
8003990515;Não há Ocorrência para essa Solicitação
8003986815;Não há Ocorrência para essa Solicitação
8003986616;Não há Ocorrência para essa Solicitação
8003986019;Imoveis com Danos/Risco
8003983915;Não há Ocorrência para essa Solicitação
8003976718;Não há Ocorrência para essa Solicitação
8003971319;Não há Ocorrência para essa Solicitação
8003970216;Não há Ocorrência para essa Solicitação
8003970216;Deslizamentos de Barreiras
8003967116;Tombamento de Arvores
8003964216;Não há Ocorrência para essa Solicitação
8003961316;Não há Ocorrência para essa Solicitação
8003960517;Muro com Danos
8003960517;Imoveis com Danos/Risco
8003955316;Arvores em Risco
8003954119;Não há Ocorrência para essa Solicitação
8003953016;Imoveis com Danos/Risco
8003949316;Tombamento de Arvores
8003948915;Deslizamentos de Barreiras
8003947016;Arvores em Risco
8003944315;Muro com Danos
8003942916;Não há Ocorrência para essa Solicitação
8003940616;Não há Ocorrência para essa Solicitação
8003937516;Não há Ocorrência para essa Solicitação
8003937019;Não há Ocorrência para essa Solicitação
8003935216;Imoveis com Danos/Risco
8003934019;Não há Ocorrência para essa Solicitação
8003934019;Deslizamentos de Barreiras
8003932316;Arvores em Risco
8003931915;Não há Ocorrência para essa Solicitação
8003931915;Deslizamentos de Barreiras
8003929216;Imoveis com Danos/Risco
8003920516;Não há Ocorrência para essa Solicitação
8003917416;Não há Ocorrência para essa Solicitação
8003914516;Não há Ocorrência para essa Solicitação
8003910016;Imoveis com Danos/Risco
8003910016;Arvores em Risco
8003908516;Não há Ocorrência para essa Solicitação
8003906216;Imoveis com Danos/Risco
8003905019;Deslizamentos de Barreiras
8003904016;Tombamento de Arvores
8003902716;Tombamento de Arvores
8003901920;Não há Ocorrência para essa Solicitação
8003901718;Não há Ocorrência para essa Solicitação
8003900416;Não há Ocorrência para essa Solicitação
8003898016;Muro com Danos
8003896716;Arvores em Risco
8003896716;Tombamento de Arvores
8003894416;Deslizamentos de Barreiras
8003892116;Arvores em Risco
8003891019;Não há Ocorrência para essa Solicitação
8003890916;Postes em Risco
8003890916;Arvores em Risco
8003888615;Deslizamentos de Barreiras
8003888615;Não há Ocorrência para essa Solicitação
8003888416;Arvores em Risco
8003885715;Deslizamentos de Barreiras
8003885516;Arvores em Risco
8003883719;Imoveis com Danos/Risco
8003883216;Não há Ocorrência para essa Solicitação
8003881016;Arvores em Risco
8003879516;Muro com Danos
8003879516;Desabamento Parcial Imoveis
8003879516;Tombamento de Arvores
8003878518;Não há Ocorrência para essa Solicitação
8003877216;Arvores em Risco
8003875016;Arvores em Risco
8003872016;Arvores em Risco
8003871919;Deslizamentos de Barreiras
8003870816;Arvores em Risco
8003868316;Arvores em Risco
8003868018;Não há Ocorrência para essa Solicitação
8003866016;Arvores em Risco
8003866016;Imoveis com Danos/Risco
8003864816;Arvores em Risco
8003862516;Não há Ocorrência para essa Solicitação
8003860216;Desabamento Parcial Imoveis
8003858816;Arvores em Risco
8003857619;Não há Ocorrência para essa Solicitação
8003856516;Arvores em Risco
8003854216;Arvores em Risco
8003853417;Arvores em Risco
8003852016;Não há Ocorrência para essa Solicitação
8003851819;Não há Ocorrência para essa Solicitação
8003851120;Imoveis com Danos/Risco
8003850716;Arvores em Risco
8003848216;Arvores em Risco
8003847218;Não há Ocorrência para essa Solicitação
8003846016;Imoveis com Danos/Risco
8003846016;Arvores em Risco
8003844716;Imoveis com Danos/Risco
8003844318;Não há Ocorrência para essa Solicitação
8003842416;Arvores em Risco
8003840116;Arvores em Risco
8003838716;Imoveis com Danos/Risco
8003836416;Não há Ocorrência para essa Solicitação
8003834116;Arvores em Risco
8003832916;Imoveis com Danos/Risco
8003830616;Não há Ocorrência para essa Solicitação
8003828116;Não há Ocorrência para essa Solicitação
8003826916;Arvores em Risco
8003826916;Imoveis com Danos/Risco
8003824616;Imoveis com Danos/Risco
8003824616;Arvores em Risco
8003822316;Tombamento de Arvores
8003820016;Não há Ocorrência para essa Solicitação
8003818616;Não há Ocorrência para essa Solicitação
8003818218;Imoveis com Danos/Risco
8003816316;Imoveis com Danos/Risco
8003814016;Não há Ocorrência para essa Solicitação
8003812816;Imoveis com Danos/Risco
8003810516;Não há Ocorrência para essa Solicitação
8003808016;Deslizamentos de Barreiras
8003808016;Não há Ocorrência para essa Solicitação
8003806816;Arvores em Risco
8003804118;Não há Ocorrência para essa Solicitação
8003803916;Arvores em Risco
8003802719;Não há Ocorrência para essa Solicitação
8003801616;Arvores em Risco
8003801616;Imoveis com Danos/Risco
8003799116;Arvores em Risco
8003797916;Tombamento de Arvores
8003794016;Tombamento de Arvores
8003792716;Arvores em Risco
8003790416;Não há Ocorrência para essa Solicitação
8003789218;Não há Ocorrência para essa Solicitação
8003789019;Deslizamentos de Barreiras
8003789019;Não há Ocorrência para essa Solicitação
8003788016;Imoveis com Danos/Risco
8003786716;Tombamento de Arvores
8003786119;Deslizamentos de Barreiras
8003784919;Não há Ocorrência para essa Solicitação
8003784416;Imoveis com Danos/Risco
8003784018;Deslizamentos de Barreiras
8003782116;Imoveis com Danos/Risco
8003780916;Desabamento Parcial Imoveis
8003778416;Não há Ocorrência para essa Solicitação
8003776116;Tombamento de Arvores
8003774916;Imoveis com Danos/Risco
8003774319;Arvores em Risco
8003774319;Não há Ocorrência para essa Solicitação
8003772815;Deslizamentos de Barreiras
8003772616;Não há Ocorrência para essa Solicitação
