processo_numero;processo_ocorrencia 
8045963018;Não há Ocorrência para essa Solicitação
8045962620;Não há Ocorrência para essa Solicitação
8045959520;Não há Ocorrência para essa Solicitação
8045959318;Não há Ocorrência para essa Solicitação
8045959318;Deslizamentos de Barreiras
8045958016;Muro com Danos
8045957220;Arvores em Risco
8045957220;Não há Ocorrência para essa Solicitação
8045957018;Não há Ocorrência para essa Solicitação
8045955020;Não há Ocorrência para essa Solicitação
8045955017;Muro com Danos
8045954118;Deslizamentos de Barreiras
8045954019;Não há Ocorrência para essa Solicitação
8045953720;Não há Ocorrência para essa Solicitação
8045951420;Não há Ocorrência para essa Solicitação
8045949017;Não há Ocorrência para essa Solicitação
8045948320;Não há Ocorrência para essa Solicitação
8045947518;Não há Ocorrência para essa Solicitação
8045946020;Não há Ocorrência para essa Solicitação
8045945417;Não há Ocorrência para essa Solicitação
8045943120;Imoveis com Danos/Risco
8045943117;Não há Ocorrência para essa Solicitação
8045943018;Não há Ocorrência para essa Solicitação
8045942119;Imoveis com Danos/Risco
8045941917;Não há Ocorrência para essa Solicitação
8045941718;Não há Ocorrência para essa Solicitação
8045940919;Não há Ocorrência para essa Solicitação
8045939417;Não há Ocorrência para essa Solicitação
8045938618;Imoveis com Danos/Risco
8045938618;Deslizamentos de Barreiras
8045936517;Não há Ocorrência para essa Solicitação
8045934217;Não há Ocorrência para essa Solicitação
8045931317;Não há Ocorrência para essa Solicitação
8045931118;Não há Ocorrência para essa Solicitação
8045928217;Não há Ocorrência para essa Solicitação
8045927620;Muro com Danos
8045926017;Muro com Danos
8045925118;Não há Ocorrência para essa Solicitação
8045925019;Desabamento Parcial Imoveis
8045924717;Imoveis com Danos/Risco
8045924717;Deslizamentos de Barreiras
8045923719;Não há Ocorrência para essa Solicitação
8045922218;Deslizamentos de Barreiras
8045920117;Não há Ocorrência para essa Solicitação
8045920018;Não há Ocorrência para essa Solicitação
8045918717;Não há Ocorrência para essa Solicitação
8045918518;Não há Ocorrência para essa Solicitação
8045916420;Imoveis com Danos/Risco
8045916420;Imoveis Alagados
8045916417;Não há Ocorrência para essa Solicitação
8045915618;Imoveis com Danos/Risco
8045915419;Muro com Danos
8045914117;Deslizamentos de Barreiras
8045912917;Não há Ocorrência para essa Solicitação
8045909817;Arvores em Risco
8045909618;Não há Ocorrência para essa Solicitação
8045907318;Deslizamentos de Barreiras
8045904617;Não há Ocorrência para essa Solicitação
8045903020;Muro com Danos
8045900918;Deslizamentos de Barreiras
8045898418;Não há Ocorrência para essa Solicitação
8045897020;Não há Ocorrência para essa Solicitação
8045896118;Não há Ocorrência para essa Solicitação
8045891018;Deslizamentos de Barreiras
8045888918;Não há Ocorrência para essa Solicitação
8045883718;Deslizamentos de Barreiras
8045881620;Não há Ocorrência para essa Solicitação
8045879018;Não há Ocorrência para essa Solicitação
8045877920;Arvores em Risco
8045876018;Deslizamentos de Barreiras
8045876018;Não há Ocorrência para essa Solicitação
8045871918;Não há Ocorrência para essa Solicitação
8045867317;Não há Ocorrência para essa Solicitação
8045866518;Deslizamentos de Barreiras
8045862120;Imoveis com Danos/Risco
8045862120;Muro com Danos
8045860519;Deslizamentos de Barreiras
8045859918;Não há Ocorrência para essa Solicitação
8045859918;Deslizamentos de Barreiras
8045859017;Não há Ocorrência para essa Solicitação
8045858420;Não há Ocorrência para essa Solicitação
8045856018;Deslizamentos de Barreiras
8045853018;Deslizamentos de Barreiras
8045853018;Não há Ocorrência para essa Solicitação
8045850118;Não há Ocorrência para essa Solicitação
8045850019;Imoveis com Danos/Risco
8045848718;Não há Ocorrência para essa Solicitação
8045847220;Não há Ocorrência para essa Solicitação
8045846617;Não há Ocorrência para essa Solicitação
8045845818;Não há Ocorrência para essa Solicitação
8045844320;Não há Ocorrência para essa Solicitação
8045843916;Deslizamentos de Barreiras
8045843518;Não há Ocorrência para essa Solicitação
8045840618;Deslizamentos de Barreiras
8045838118;Não há Ocorrência para essa Solicitação
8045836918;Deslizamentos de Barreiras
8045836020;Não há Ocorrência para essa Solicitação
8045834618;Não há Ocorrência para essa Solicitação
8045833819;Invasao de Terreno de Auxilio Moradia
8045832318;Não há Ocorrência para essa Solicitação
8045830018;Não há Ocorrência para essa Solicitação
8045830018;Deslizamentos de Barreiras
8045828618;Não há Ocorrência para essa Solicitação
8045826318;Não há Ocorrência para essa Solicitação
8045824220;Não há Ocorrência para essa Solicitação
8045824018;Muro com Danos
8045822818;Deslizamentos de Barreiras
8045820518;Deslizamentos de Barreiras
8045818919;Imoveis com Danos/Risco
8045818018;Não há Ocorrência para essa Solicitação
8045818018;Deslizamentos de Barreiras
8045816818;Não há Ocorrência para essa Solicitação
8045816020;Não há Ocorrência para essa Solicitação
8045814518;Não há Ocorrência para essa Solicitação
8045812218;Não há Ocorrência para essa Solicitação
8045812218;Deslizamentos de Barreiras
8045812218;Muro com Danos
8045811817;Não há Ocorrência para essa Solicitação
8045810819;Não há Ocorrência para essa Solicitação
8045809118;Deslizamentos de Barreiras
8045809118;Arvores em Risco
8045807918;Não há Ocorrência para essa Solicitação
8045806019;Não há Ocorrência para essa Solicitação
8045805618;Não há Ocorrência para essa Solicitação
8045804120;Não há Ocorrência para essa Solicitação
8045803318;Deslizamentos de Barreiras
8045802920;Não há Ocorrência para essa Solicitação
8045801919;Arvores em Risco
8045801217;Não há Ocorrência para essa Solicitação
8045801018;Não há Ocorrência para essa Solicitação
8045799618;Não há Ocorrência para essa Solicitação
8045799419;Arvores em Risco
8045798120;Não há Ocorrência para essa Solicitação
8045797517;Imoveis com Danos/Risco
8045797318;Não há Ocorrência para essa Solicitação
8045795919;Não há Ocorrência para essa Solicitação
8045795018;Não há Ocorrência para essa Solicitação
8045792118;Deslizamentos de Barreiras
8045790918;Não há Ocorrência para essa Solicitação
8045789220;Não há Ocorrência para essa Solicitação
8045788617;Não há Ocorrência para essa Solicitação
8045788418;Não há Ocorrência para essa Solicitação
8045787020;Arvores em Risco
8045786118;Não há Ocorrência para essa Solicitação
8045784918;Não há Ocorrência para essa Solicitação
8045784020;Não há Ocorrência para essa Solicitação
8045782618;Não há Ocorrência para essa Solicitação
8045782419;Produtos Quimicos Perigosos
8045782016;Não há Ocorrência para essa Solicitação
8045781120;Não há Ocorrência para essa Solicitação
8045781117;Não há Ocorrência para essa Solicitação
8045780318;Não há Ocorrência para essa Solicitação
8045780119;Imoveis com Danos/Risco
8045778020;Não há Ocorrência para essa Solicitação
8045777218;Deslizamentos de Barreiras
8045775018;Deslizamentos de Barreiras
8045773920;Não há Ocorrência para essa Solicitação
8045773718;Não há Ocorrência para essa Solicitação
8045773718;Deslizamentos de Barreiras
8045773016;Não há Ocorrência para essa Solicitação
8045772217;Deslizamentos de Barreiras
8045771620;Não há Ocorrência para essa Solicitação
8045770818;Deslizamentos de Barreiras
8045770619;Invasao de Terreno de Auxilio Moradia
8045768318;Não há Ocorrência para essa Solicitação
8045767519;Muro com Danos
8045766220;Não há Ocorrência para essa Solicitação
8045766018;Não há Ocorrência para essa Solicitação
8045766018;Deslizamentos de Barreiras
8045764818;Deslizamentos de Barreiras
8045763320;Não há Ocorrência para essa Solicitação
8045761918;Não há Ocorrência para essa Solicitação
8045759418;Deslizamentos de Barreiras
8045759418;Não há Ocorrência para essa Solicitação
8045758020;Não há Ocorrência para essa Solicitação
8045757118;Deslizamentos de Barreiras
8045755918;Não há Ocorrência para essa Solicitação
8045755020;Não há Ocorrência para essa Solicitação
8045754019;Imoveis com Danos/Risco
8045753618;Não há Ocorrência para essa Solicitação
8045751318;Imoveis com Danos/Risco
8045750920;Muro com Danos
8045749918;Não há Ocorrência para essa Solicitação
8045747820;Não há Ocorrência para essa Solicitação
8045747618;Deslizamentos de Barreiras
8045745318;Não há Ocorrência para essa Solicitação
8045744920;Arvores em Risco
8045744920;Não há Ocorrência para essa Solicitação
8045743018;Não há Ocorrência para essa Solicitação
8045742620;Imoveis com Danos/Risco
8045738920;Não há Ocorrência para essa Solicitação
8045737018;Desabamento Parcial Imoveis
8045732020;Não há Ocorrência para essa Solicitação
8045731218;Não há Ocorrência para essa Solicitação
8045730820;Não há Ocorrência para essa Solicitação
8045728320;Imoveis com Danos/Risco
8045725218;Deslizamentos de Barreiras
8045723120;Imoveis com Danos/Risco
8045723018;Deslizamentos de Barreiras
8045721718;Deslizamentos de Barreiras
8045719218;Deslizamentos de Barreiras
8045715920;Não há Ocorrência para essa Solicitação
8045715718;Deslizamentos de Barreiras
8045713620;Não há Ocorrência para essa Solicitação
8045701820;Imoveis com Danos/Risco
8045698319;Imoveis com Danos/Risco
8045692917;Não há Ocorrência para essa Solicitação
8045687716;Não há Ocorrência para essa Solicitação
8045686718;Não há Ocorrência para essa Solicitação
8045675518;Não há Ocorrência para essa Solicitação
8045674719;Arvores em Risco
8045674719;Não há Ocorrência para essa Solicitação
8045674216;Arvores em Risco
8045669720;Imoveis com Danos/Risco
8045668918;Não há Ocorrência para essa Solicitação
8045668216;Não há Ocorrência para essa Solicitação
8045667420;Não há Ocorrência para essa Solicitação
8045663920;Não há Ocorrência para essa Solicitação
8045659316;Deslizamentos de Barreiras
8045647320;Não há Ocorrência para essa Solicitação
8045644420;Não há Ocorrência para essa Solicitação
8045641520;Deslizamentos de Barreiras
8045640016;Imoveis com Danos/Risco
8045638616;Não há Ocorrência para essa Solicitação
8045634718;Não há Ocorrência para essa Solicitação
8045629318;Não há Ocorrência para essa Solicitação
8045621420;Não há Ocorrência para essa Solicitação
8045620618;Não há Ocorrência para essa Solicitação
8045617518;Não há Ocorrência para essa Solicitação
8045616020;Não há Ocorrência para essa Solicitação
8045605920;Não há Ocorrência para essa Solicitação
8045600720;Não há Ocorrência para essa Solicitação
8045597620;Não há Ocorrência para essa Solicitação
8045592420;Muro com Danos
8045589019;Não há Ocorrência para essa Solicitação
8045588518;Não há Ocorrência para essa Solicitação
8045580418;Imoveis com Danos/Risco
8045579820;Não há Ocorrência para essa Solicitação
8045576920;Não há Ocorrência para essa Solicitação
8045566118;Imoveis com Danos/Risco
8045564020;Não há Ocorrência para essa Solicitação
8045562820;Não há Ocorrência para essa Solicitação
8045562016;Deslizamentos de Barreiras
8045555120;Não há Ocorrência para essa Solicitação
8045548520;Não há Ocorrência para essa Solicitação
8045545219;Não há Ocorrência para essa Solicitação
8045541020;Não há Ocorrência para essa Solicitação
8045538020;Não há Ocorrência para essa Solicitação
8045527820;Deslizamentos de Barreiras
8045525520;Não há Ocorrência para essa Solicitação
8045523018;Não há Ocorrência para essa Solicitação
8045515020;Não há Ocorrência para essa Solicitação
8045514317;Deslizamentos de Barreiras
8045514019;Não há Ocorrência para essa Solicitação
8045512017;Deslizamentos de Barreiras
8045506918;Não há Ocorrência para essa Solicitação
8045506719;Não há Ocorrência para essa Solicitação
8045505420;Não há Ocorrência para essa Solicitação
8045504817;Deslizamentos de Barreiras
8045502716;Deslizamentos de Barreiras
8045502716;Não há Ocorrência para essa Solicitação
8045502716;Desabamento Parcial de Obras de Contencao/Drenagem
8045502520;Deslizamentos de Barreiras
8045500220;Não há Ocorrência para essa Solicitação
8045498817;Não há Ocorrência para essa Solicitação
8045497316;Deslizamentos de Barreiras
8045497316;Não há Ocorrência para essa Solicitação
8045497120;Não há Ocorrência para essa Solicitação
8045494220;Não há Ocorrência para essa Solicitação
8045493816;Arvores em Risco
8045489920;Não há Ocorrência para essa Solicitação
8045489519;Não há Ocorrência para essa Solicitação
8045487620;Não há Ocorrência para essa Solicitação
8045482218;Não há Ocorrência para essa Solicitação
8045480120;Não há Ocorrência para essa Solicitação
8045480018;Não há Ocorrência para essa Solicitação
8045479317;Não há Ocorrência para essa Solicitação
8045478518;Não há Ocorrência para essa Solicitação
8045477020;Não há Ocorrência para essa Solicitação
8045476218;Não há Ocorrência para essa Solicitação
8045471220;Não há Ocorrência para essa Solicitação
8045469820;Não há Ocorrência para essa Solicitação
8045465919;Imoveis com Danos/Risco
8045465919;Muro com Danos
8045461720;Não há Ocorrência para essa Solicitação
8045453420;Deslizamentos de Barreiras
8045453420;Desabamento Parcial Imoveis
8045453218;Não há Ocorrência para essa Solicitação
8045447420;Não há Ocorrência para essa Solicitação
8045446817;Invasao de Terreno de Auxilio Moradia
8045444520;Imoveis com Danos/Risco
8045442220;Não há Ocorrência para essa Solicitação
8045440020;Imoveis com Danos/Risco
8045438520;Não há Ocorrência para essa Solicitação
8045436220;Desabamento Parcial Imoveis
8045436220;Deslizamentos de Barreiras
8045435816;Não há Ocorrência para essa Solicitação
8045435617;Não há Ocorrência para essa Solicitação
8045434020;Não há Ocorrência para essa Solicitação
8045431216;Incendios
8045431020;Não há Ocorrência para essa Solicitação
8045430417;Não há Ocorrência para essa Solicitação
8045429816;Invasao de Terreno de Auxilio Moradia
8045429620;Não há Ocorrência para essa Solicitação
8045427516;Não há Ocorrência para essa Solicitação
8045427320;Não há Ocorrência para essa Solicitação
8045425020;Não há Ocorrência para essa Solicitação
8045423820;Não há Ocorrência para essa Solicitação
8045422316;Não há Ocorrência para essa Solicitação
8045420917;Imoveis com Danos/Risco
8045418417;Não há Ocorrência para essa Solicitação
8045417820;Não há Ocorrência para essa Solicitação
8045413220;Não há Ocorrência para essa Solicitação
8045411020;Não há Ocorrência para essa Solicitação
8045409520;Não há Ocorrência para essa Solicitação
8045400820;Invasao de Terreno de Auxilio Moradia
8045398320;Não há Ocorrência para essa Solicitação
8045396020;Não há Ocorrência para essa Solicitação
8045394820;Desabamento Parcial Imoveis
8045392520;Não há Ocorrência para essa Solicitação
8045382020;Imoveis Alagados
8045382020;Imoveis com Danos/Risco
8045371618;Não há Ocorrência para essa Solicitação
8045370120;Não há Ocorrência para essa Solicitação
8045366417;Não há Ocorrência para essa Solicitação
8045364117;Não há Ocorrência para essa Solicitação
8045363318;Não há Ocorrência para essa Solicitação
8045361220;Imoveis com Danos/Risco
8045361217;Não há Ocorrência para essa Solicitação
8045360418;Deslizamentos de Barreiras
8045358018;Não há Ocorrência para essa Solicitação
8045356917;Não há Ocorrência para essa Solicitação
8045355018;Não há Ocorrência para essa Solicitação
8045352317;Não há Ocorrência para essa Solicitação
8045351518;Não há Ocorrência para essa Solicitação
8045348617;Deslizamentos de Barreiras
8045347818;Não há Ocorrência para essa Solicitação
8045345518;Não há Ocorrência para essa Solicitação
8045342618;Não há Ocorrência para essa Solicitação
8045340517;Não há Ocorrência para essa Solicitação
8045337420;Invasao de Terreno de Auxilio Moradia
8045335018;Não há Ocorrência para essa Solicitação
8045333718;Não há Ocorrência para essa Solicitação
8045329018;Deslizamentos de Barreiras
8045325617;Não há Ocorrência para essa Solicitação
8045323317;Não há Ocorrência para essa Solicitação
8045320218;Não há Ocorrência para essa Solicitação
8045320218;Deslizamentos de Barreiras
8045317118;Não há Ocorrência para essa Solicitação
8045317118;Imoveis com Danos/Risco
8045315918;Arvores em Risco
8045315216;Muro com Danos
8045315216;Não há Ocorrência para essa Solicitação
8045313618;Não há Ocorrência para essa Solicitação
8045310718;Não há Ocorrência para essa Solicitação
8045301818;Não há Ocorrência para essa Solicitação
8045298917;Deslizamentos de Barreiras
8045298917;Arvores em Risco
8045296418;Deslizamentos de Barreiras
8045295017;Não há Ocorrência para essa Solicitação
8045280217;Imoveis com Danos/Risco
8045279420;Não há Ocorrência para essa Solicitação
8045274217;Não há Ocorrência para essa Solicitação
8045273418;Não há Ocorrência para essa Solicitação
8045270518;Deslizamentos de Barreiras
8045264720;Não há Ocorrência para essa Solicitação
8045262218;Não há Ocorrência para essa Solicitação
8045260018;Não há Ocorrência para essa Solicitação
8045250620;Não há Ocorrência para essa Solicitação
8045247119;Não há Ocorrência para essa Solicitação
8045245220;Não há Ocorrência para essa Solicitação
8045244418;Muro com Danos
8045240918;Deslizamentos de Barreiras
8045239217;Não há Ocorrência para essa Solicitação
8045236019;Não há Ocorrência para essa Solicitação
8045234719;Arvores em Risco
8045231819;Não há Ocorrência para essa Solicitação
8045229319;Não há Ocorrência para essa Solicitação
8045227019;Não há Ocorrência para essa Solicitação
8045225819;Não há Ocorrência para essa Solicitação
8045224318;Não há Ocorrência para essa Solicitação
8045223519;Não há Ocorrência para essa Solicitação
8045221219;Não há Ocorrência para essa Solicitação
8045220020;Não há Ocorrência para essa Solicitação
8045219819;Não há Ocorrência para essa Solicitação
8045217519;Não há Ocorrência para essa Solicitação
8045216018;Deslizamentos de Barreiras
8045215219;Não há Ocorrência para essa Solicitação
8045213320;Não há Ocorrência para essa Solicitação
8045212319;Não há Ocorrência para essa Solicitação
8045210420;Não há Ocorrência para essa Solicitação
8045210019;Não há Ocorrência para essa Solicitação
8045208619;Não há Ocorrência para essa Solicitação
8045204420;Não há Ocorrência para essa Solicitação
8045204417;Não há Ocorrência para essa Solicitação
8045204019;Não há Ocorrência para essa Solicitação
8045202819;Não há Ocorrência para essa Solicitação
8045201318;Imoveis com Danos/Risco
8045199918;Não há Ocorrência para essa Solicitação
8045199216;Deslizamentos de Barreiras
8045197820;Imoveis Alagados
8045189318;Não há Ocorrência para essa Solicitação
8045184118;Deslizamentos de Barreiras
8045182020;Invasao de Terreno de Auxilio Moradia
8045180820;Não há Ocorrência para essa Solicitação
8045180419;Não há Ocorrência para essa Solicitação
8045175019;Imoveis com Danos/Risco
8045173819;Imoveis com Danos/Risco
8045162116;Não há Ocorrência para essa Solicitação
8045154518;Não há Ocorrência para essa Solicitação
8045147918;Deslizamentos de Barreiras
8045145820;Não há Ocorrência para essa Solicitação
8045143318;Deslizamentos de Barreiras
8045141220;Deslizamentos de Barreiras
8045140418;Não há Ocorrência para essa Solicitação
8045134620;Não há Ocorrência para essa Solicitação
8045129919;Não há Ocorrência para essa Solicitação
8045127818;Não há Ocorrência para essa Solicitação
8045126320;Imoveis com Danos/Risco
8045120119;Arvores em Risco
8045108318;Deslizamentos de Barreiras
8045108318;Não há Ocorrência para essa Solicitação
8045106220;Não há Ocorrência para essa Solicitação
8045105617;Arvores em Risco
8045104818;Arvores em Risco
8045096319;Imoveis com Danos/Risco
8045090519;Não há Ocorrência para essa Solicitação
8045078519;Não há Ocorrência para essa Solicitação
8045076418;Não há Ocorrência para essa Solicitação
8045075619;Muro com Danos
8045075020;Não há Ocorrência para essa Solicitação
8045074118;Não há Ocorrência para essa Solicitação
8045070419;Muro com Danos
8045068019;Muro com Danos
8045065417;Não há Ocorrência para essa Solicitação
8045064820;Deslizamentos de Barreiras
8045061917;Não há Ocorrência para essa Solicitação
8045061718;Não há Ocorrência para essa Solicitação
8045058419;Não há Ocorrência para essa Solicitação
8045057120;Não há Ocorrência para essa Solicitação
8045049917;Não há Ocorrência para essa Solicitação
8045048018;Não há Ocorrência para essa Solicitação
8045046818;Deslizamentos de Barreiras
8045046020;Imoveis com Danos/Risco
8045039317;Não há Ocorrência para essa Solicitação
8045034120;Não há Ocorrência para essa Solicitação
8045030617;Não há Ocorrência para essa Solicitação
8045029820;Não há Ocorrência para essa Solicitação
8045027716;Imoveis com Danos/Risco
8045023020;Não há Ocorrência para essa Solicitação
8045016118;Imoveis com Danos/Risco
8045016118;Deslizamentos de Barreiras
8045005120;Não há Ocorrência para essa Solicitação
8045003920;Não há Ocorrência para essa Solicitação
8045003519;Não há Ocorrência para essa Solicitação
8045001418;Não há Ocorrência para essa Solicitação
8044998720;Não há Ocorrência para essa Solicitação
8044993517;Imoveis com Danos/Risco
8044993517;Desabamento Parcial Imoveis
8044992920;Não há Ocorrência para essa Solicitação
8044984620;Não há Ocorrência para essa Solicitação
8044980020;Não há Ocorrência para essa Solicitação
8044976320;Não há Ocorrência para essa Solicitação
8044976118;Não há Ocorrência para essa Solicitação
8044974918;Arvores em Risco
8044974918;Deslizamentos de Barreiras
8044965018;Deslizamentos de Barreiras
8044961620;Não há Ocorrência para essa Solicitação
8044960818;Muro com Danos
8044957718;Não há Ocorrência para essa Solicitação
8044956220;Não há Ocorrência para essa Solicitação
8044955418;Não há Ocorrência para essa Solicitação
8044954619;Não há Ocorrência para essa Solicitação
8044954020;Não há Ocorrência para essa Solicitação
8044952518;Deslizamentos de Barreiras
8044951020;Não há Ocorrência para essa Solicitação
8044950218;Não há Ocorrência para essa Solicitação
8044948020;Não há Ocorrência para essa Solicitação
8044947317;Imoveis com Danos/Risco
8044945918;Não há Ocorrência para essa Solicitação
8044944420;Não há Ocorrência para essa Solicitação
8044944019;Não há Ocorrência para essa Solicitação
8044942819;Não há Ocorrência para essa Solicitação
8044942120;Não há Ocorrência para essa Solicitação
8044940016;Deslizamentos de Barreiras
8044940016;Não há Ocorrência para essa Solicitação
8044938218;Não há Ocorrência para essa Solicitação
8044936120;Não há Ocorrência para essa Solicitação
8044935318;Não há Ocorrência para essa Solicitação
8044934920;Deslizamentos de Barreiras
8044932620;Não há Ocorrência para essa Solicitação
8044931818;Não há Ocorrência para essa Solicitação
8044930320;Não há Ocorrência para essa Solicitação
8044928718;Não há Ocorrência para essa Solicitação
8044928718;Deslizamentos de Barreiras
8044927220;Não há Ocorrência para essa Solicitação
8044923518;Não há Ocorrência para essa Solicitação
8044921420;Não há Ocorrência para essa Solicitação
8044911718;Não há Ocorrência para essa Solicitação
8044905718;Transbordamentos de Canais
8044903418;Não há Ocorrência para essa Solicitação
8044901118;Não há Ocorrência para essa Solicitação
8044899718;Deslizamentos de Barreiras
8044895118;Deslizamentos de Barreiras
8044894319;Não há Ocorrência para essa Solicitação
8044888717;Imoveis com Danos/Risco
8044888518;Deslizamentos de Barreiras
8044886218;Não há Ocorrência para essa Solicitação
8044882718;Deslizamentos de Barreiras
8044854517;Alagamentos
8044841017;Não há Ocorrência para essa Solicitação
8044834417;Não há Ocorrência para essa Solicitação
8044832117;Não há Ocorrência para essa Solicitação
8044826117;Não há Ocorrência para essa Solicitação
8044824917;Não há Ocorrência para essa Solicitação
8044822620;Não há Ocorrência para essa Solicitação
8044821818;Não há Ocorrência para essa Solicitação
8044821017;Deslizamentos de Barreiras
8044820320;Não há Ocorrência para essa Solicitação
8044815818;Imoveis com Danos/Risco
8044804618;Deslizamentos de Barreiras
8044804618;Não há Ocorrência para essa Solicitação
8044800919;Não há Ocorrência para essa Solicitação
8044799420;Não há Ocorrência para essa Solicitação
8044794018;Não há Ocorrência para essa Solicitação
8044792818;Imoveis com Danos/Risco
8044788220;Imoveis com Danos/Risco
8044785019;Deslizamentos de Barreiras
8044780120;Não há Ocorrência para essa Solicitação
8044777719;Não há Ocorrência para essa Solicitação
8044775618;Não há Ocorrência para essa Solicitação
8044774117;Arvores em Risco
8044772920;Não há Ocorrência para essa Solicitação
8044772519;Não há Ocorrência para essa Solicitação
8044772016;Deslizamentos de Barreiras
8044770617;Não há Ocorrência para essa Solicitação
8044769618;Não há Ocorrência para essa Solicitação
8044769016;Imoveis com Danos/Risco
8044767520;Não há Ocorrência para essa Solicitação
8044764617;Arvores em Risco
8044763818;Não há Ocorrência para essa Solicitação
8044763020;Não há Ocorrência para essa Solicitação
8044760020;Não há Ocorrência para essa Solicitação
8044759018;Imoveis com Danos/Risco
8044759018;Arvores em Risco
8044755720;Não há Ocorrência para essa Solicitação
8044754719;Muro com Danos
8044753420;Não há Ocorrência para essa Solicitação
8044749720;Imoveis com Danos/Risco
8044748216;Não há Ocorrência para essa Solicitação
8044746820;Não há Ocorrência para essa Solicitação
8044745117;Não há Ocorrência para essa Solicitação
8044741620;Não há Ocorrência para essa Solicitação
8044739120;Arvores em Risco
8044739120;Imoveis com Danos/Risco
8044736220;Não há Ocorrência para essa Solicitação
8044732720;Não há Ocorrência para essa Solicitação
8044730417;Não há Ocorrência para essa Solicitação
8044727317;Não há Ocorrência para essa Solicitação
8044727118;Não há Ocorrência para essa Solicitação
8044722316;Imoveis com Danos/Risco
8044713217;Deslizamentos de Barreiras
8044710317;Não há Ocorrência para essa Solicitação
8044708718;Deslizamentos de Barreiras
8044704019;Imoveis com Danos/Risco
8044703717;Não há Ocorrência para essa Solicitação
8044698516;Muro com Danos
8044697518;Não há Ocorrência para essa Solicitação
8044689218;Muro com Danos
8044689218;Imoveis com Danos/Risco
8044685917;Não há Ocorrência para essa Solicitação
8044683219;Não há Ocorrência para essa Solicitação
8044682116;Imoveis com Danos/Risco
8044677620;Não há Ocorrência para essa Solicitação
8044669118;Arvores em Risco
8044669118;Deslizamentos de Barreiras
8044668720;Não há Ocorrência para essa Solicitação
8044659820;Não há Ocorrência para essa Solicitação
8044657520;Não há Ocorrência para essa Solicitação
8044656016;Não há Ocorrência para essa Solicitação
8044654620;Não há Ocorrência para essa Solicitação
8044652019;Não há Ocorrência para essa Solicitação
8044644017;Imoveis com Danos/Risco
8044640119;Deslizamentos de Barreiras
8044640119;Não há Ocorrência para essa Solicitação
8044638918;Deslizamentos de Barreiras
8044638918;Imoveis com Danos/Risco
8044637019;Não há Ocorrência para essa Solicitação
8044632919;Não há Ocorrência para essa Solicitação
8044630818;Deslizamentos de Barreiras
8044619620;Não há Ocorrência para essa Solicitação
8044619617;Não há Ocorrência para essa Solicitação
8044617320;Não há Ocorrência para essa Solicitação
8044616717;Não há Ocorrência para essa Solicitação
8044614420;Não há Ocorrência para essa Solicitação
8044612117;Não há Ocorrência para essa Solicitação
8044608420;Não há Ocorrência para essa Solicitação
8044608417;Não há Ocorrência para essa Solicitação
8044604920;Não há Ocorrência para essa Solicitação
8044602617;Não há Ocorrência para essa Solicitação
8044601818;Não há Ocorrência para essa Solicitação
8044596816;Arvores em Risco
8044594317;Não há Ocorrência para essa Solicitação
8044594118;Não há Ocorrência para essa Solicitação
8044592918;Não há Ocorrência para essa Solicitação
8044590820;Não há Ocorrência para essa Solicitação
8044587720;Arvores em Risco
8044586017;Imoveis com Danos/Risco
8044584817;Não há Ocorrência para essa Solicitação
8044584618;Não há Ocorrência para essa Solicitação
8044584618;Deslizamentos de Barreiras
8044582318;Não há Ocorrência para essa Solicitação
8044581917;Não há Ocorrência para essa Solicitação
8044578618;Não há Ocorrência para essa Solicitação
8044575920;Não há Ocorrência para essa Solicitação
8044574919;Não há Ocorrência para essa Solicitação
8044572619;Arvores em Risco
8044572619;Deslizamentos de Barreiras
8044570720;Não há Ocorrência para essa Solicitação
8044570518;Arvores em Risco
8044569519;Imoveis com Danos/Risco
8044567816;Não há Ocorrência para essa Solicitação
8044562616;Não há Ocorrência para essa Solicitação
8044562420;Não há Ocorrência para essa Solicitação
8044558916;Imoveis com Danos/Risco
8044557918;Deslizamentos de Barreiras
8044557020;Imoveis com Danos/Risco
8044550816;Imoveis com Danos/Risco
8044548316;Incendios
8044545018;Não há Ocorrência para essa Solicitação
8044541916;Imoveis com Danos/Risco
8044537116;Deslizamentos de Barreiras
8044535916;Imoveis com Danos/Risco
8044534918;Deslizamentos de Barreiras
8044534918;Imoveis com Danos/Risco
8044534719;Desabamento Total Imoveis
8044527420;Não há Ocorrência para essa Solicitação
8044526618;Não há Ocorrência para essa Solicitação
8044526618;Deslizamentos de Barreiras
8044524318;Não há Ocorrência para essa Solicitação
8044518318;Não há Ocorrência para essa Solicitação
8044516220;Não há Ocorrência para essa Solicitação
8044515418;Não há Ocorrência para essa Solicitação
8044511020;Imoveis com Danos/Risco
8044509620;Não há Ocorrência para essa Solicitação
8044507019;Não há Ocorrência para essa Solicitação
8044506720;Não há Ocorrência para essa Solicitação
8044503618;Não há Ocorrência para essa Solicitação
8044499918;Não há Ocorrência para essa Solicitação
8044493018;Imoveis com Danos/Risco
8044493018;Deslizamentos de Barreiras
8044491818;Não há Ocorrência para essa Solicitação
8044489716;Arvores em Risco
8044488718;Imoveis com Danos/Risco
8044488718;Deslizamentos de Barreiras
8044486418;Não há Ocorrência para essa Solicitação
8044484118;Não há Ocorrência para essa Solicitação
8044482918;Muro com Danos
8044482017;Não há Ocorrência para essa Solicitação
8044478118;Deslizamentos de Barreiras
8044478118;Imoveis com Danos/Risco
